feature,importance
dxy_smooth5,27.583333333333332
feat_Vol20,17.791666666666668
feat_BB,15.791666666666666
ovx_smooth5,15.75
dxy_raw,15.083333333333334
feat_Mom5,10.0
ovx_raw,8.791666666666666
feat_Mom20,8.791666666666666
feat_MACD,6.291666666666667
feat_RSI,4.875
ovx_change5,4.208333333333333
dxy_change5,1.25
